;Topico1
"santinofdez saludos lamentablemente presenta dificultad tecnica servicio sugerimos abrir ventanas salones
";0.93006
"campusglobaleafit profesores mauricio velasquez luis gomez diego montoya hablan premios oscar
";0.93006
"dinamica empresarial servicios educativos ubicacion geografica potencial fortalezas region sabanacentro sabanacv
";0.93006
"tal opciones punto verde esperamos hoy pruebes deliciosas opciones nueva carta
";0.93005
"publicos 5 anos 90 edificio va tener nuevos servicios thomas treutler livelanguages
";0.93005
"ex minhacienda guillermo perry conversatorio futuro economico social pais paz elfuturodecolombia labelurl
";0.93005
"rt comsabana esperamos 7 be auditorio david mejia velilla unisabana iniciar jornada periodista
";0.93005
"vamos frente avance crisis ambiental climatica asedia naomi klein thomas pikkett labelurl
";0.93005
"fisiologicamente ataren varias personas entonces pensar recompensa mayor tatiana manrique dementescuriosas
";0.93004
"orden autoridad bienestar defensa valores pilares eventual asamblea constituyente aordonezm lospresidenciables2018
";0.93004
"trabajar pagar lavadora descubra historia familia zona rural puente nacional colombia labelurl
";0.93003
"ahora obduliovp hablara panel foro universidadyempresa desafios oportunidades relacion universidad empresa
";0.93003
"arte artistas derecho cualquier ser humano hacernos conscientes relacion realidad n montero
";0.93003
"momento pais estudiantes nuevo protagonistas asi sucedio 1991 pedimos mas democracia
";0.93003
"rt joannaprieto gusto compartir tarima sergiollanoa jjlarrea mauriciojaramil jecubix diplomado unisabana dreamteam labelurl
";0.93003
"rt fredyavilam exito clave felicidad felicidad clave exito obduliovp rector unisabana comsabana
";0.93002
"rt museodantioquia gracias coedicion fondo editorial eafit presentamos libro basado intimo documento labelurl
";0.93002
"hoyeneafit rector juan luis mejia arango presenta informe gestion logros 2016 labelurl
";0.93002
"rt admonurosario escuela administracion da bienvenida nuevos estudiantes hoy inicia reto 5 anos labelurl
";0.93001
"rt ctaunisabana felicitamos nuevos magister unisabana informatica educativa proyectos educativos mediados tic labelurl
";0.93001
"marzo 2017 usbmed eafit estaran unidas nueva maestria docencia educacion superior labelurl
";0.93001
"destapando olla informe sombra seguimiento intervencion bronx 25 mayo 500 pm labelurl
";0.93
"momento eafit damos inicio multilatinas chilenas alianza pacifico claudio thieme phd labelurl
";0.93
"destapando olla informe sombra seguimiento intervencion bronx 25 mayo 500 pm labelurl
";0.93
"rt inalde inalde gran comunidad directivos mas 5000 egresadosluis carlos bravo universidadyempresa
";0.92999
"rt psicosabana1 felicitamos nuevas psicologas psicosabana1 unisabanadoble titulacion unicatt trabajo grado meritori
";0.92999
"rt inguniandes videohoy recordamos uniandes queremos bicicleta diasincarro 2017 480 bicis reco
";0.92998
"rt opusdeicolombia carta prelado 4 junio 2017 labelurl familias salen adelante unidas ayudan famili
";0.92998
"rt acimedellin do premios nobel economia estaran juntos medellin labelurl via eafit desarrollomed labelurl
";0.92998
"negociacion corea depende corea sur deje alianza unidos camilo perez restrepo labelurl
";0.92998
"agendauniandes mindfulness yoga oportunidades construccion paz 19 mayo 2017 730 be labelurl
";0.92998
"preparate traer manana residuos posconsumo campana recoleccion unbogota partir 700 be labelurl
";0.92996
"rt fcardioinfantil integrar urosarionews fcardioinfantil unico equipo multidisciplinario podemos lograr dr jua
";0.92995
"hoy colectivo artistico cuerpo habla rindio homenaje debora arango campus eafit
";0.92995
"eafit larga tradicion mercadeo servicio pais manuel acevedo decano escuela ad labelurl
";0.92994
"proyecto tumaco ilustrado acerca jovenes bachilleres tumaco panorama universitario mediante difere labelurl
";0.92994
"hoy 500 pm parqueadero edif uriel gutierrez jornada donacion sangre esperamos labelurl
";0.92994
"sabana centro vamos presenta momento primer informe calidad vida sabana centro labelurl
";0.92993
"comfama hacer distinciones justicia transicional crimenes lesa humanidad puede haber impunidad
";0.92992
"rt educaunisabana inicio conferencia virtual integrar familia escuela reto educadores unete unisabana labelurl
";0.92992
"rt unomastodosco estudiantes serpilopaga unisabana llegaran mas rapido clase ahorraran dinero mibicipostobon labelurl
";0.92991
"primera universidad colombia suscribe politica expresa frente acceso abierto malgorzata2505 accesoabiertour
";0.92991
"cambio climatico puede hacernos perder zonas ambientales importantes pronto politica tema labelurl
";0.92991
"rt unisabanaradio crecimiento economico colombia sera cercano 2 fernando quijano director larepublicaco universida
";0.92991
"universidad nueva york estudiaba ciudad mundo mas densificado lejos bogota enriquepenalosa
";0.92991
"proximos 20 anos creatividad sera competencia mas importante universitario francesco ubertini labelurl
";0.9299
"rt conectateu recomendado ultimo ethejournal analyze interactions in graduatelevel academic facebook group labelurl
";0.92989
"tal si manana buscamos medio venir u invitamos unirse sosporelaire ver mas labelurl
";0.92989
"hoy cierre haymedellin17 cargo crewpeligrosos plazoleta estudiante entrada libre ver mas labelurl
";0.92989
"universidad eafit realiza mision academica japon colaboracion universidad meiji via cancilleriacol labelurl
";0.92988
"cumplen 500 anos reforma protestante nadie colombia tomado palabra jorge giral labelurl
";0.92988
"animo contribuir creacion familia siglo xxi eafit hizo parte desarrollo morula labelurl
";0.92988
"rt comestrategicam profesora agrivalca da inicio leccion inaugural periodo 20172018 comestrategicam bienvenidos
";0.92987
"huggerisland magico simple gracias eafit eafitegresados compartir sueno lee articulo completo
";0.92986
"rector eafit felicito hoy eafitidiomas educacion continua eafit obtener reacreditacion accet labelurl
";0.92985
"eafit invita primer festival musica camara arcos eafit inscribanse 10 julio labelurl
";0.92983
"ctaunisabana padres estudiante maestria informatica educativa pamela ortiz acompanan presentacion trabajo
";0.92982
"partir hoy estudiantes encontraran servicio integral calido humano casaur ven descubrelo labelurl
";0.92979
"rt jrestrp nuevo escenario deportivo urosarionews bienestar estudiantes profesores ubicada sede emprendimiento
";0.92978
"rt agenciatierras hoy eafit medellin hablemosdetierras socializamos proyecto ley tierras escuchamos propuestas
";0.92978
"manana eafit alcalde ficogutierrez estara charla mesa trabajo seguridad ciudadana inscribanse
";0.92976
"pierdan manana inauguracion umbral 17 encuentro nuevos talentos arte colombiano centro labelurl
";0.92976
"pensemos contenido contenido sino sujeto da juan felipe cordoba editorialur mediosdigitalesur
";0.92975
"momento presidente juanmansantos recorre nuevo hospital universitario nacional colombia mantillaignacio diegofhl
";0.92975
"rt comsabana reto gestionar contexto intangibles gran importancia crear valor aalloza unisabana
";0.92974
"rt orinoquiaceo fabio paiva embrapa compartir colombia experiencia brasil negocio maranon uniandes labelurl
";0.9297
"especializacion mercadeo eafit cumple 40 anos preparando profesionales 5 anos maestria pregrado labelurl
";0.9297
"rt dafpcolombia uncolombia uniandes urosarionews uelbosque practicasestadojoven 30 cupos practicas abogacia http
";0.9297
"rt bienestarsabana mundo fantastico duendes espectros hadas brujas musica clasica asi momentosmusical
";0.92969
"juan manuel mora vicerrector comunicacion unav inicia panel transparencia cibecom cibecom2017 labelurl
";0.92967
"rt usingenieria hoy 900 be premiaremos personas unisabana visiten nuevos laboratorios facul
";0.92961
"rt igarzonvallejo letra menuda columna elespectador reacciones fallo cconstitucional fast track htt
";0.92956
"pocas horas inauguracion munus 2016 hoy 8 septiembre munus2016 join transform improve labelurl
";0.92949
"existen opciones hacer gente participe negociaciones transmitirlas hacer reuniones regiones tpaffenholz
";0.92949
"atencion 17 julio reanudara medida pico placa campus medellin acuerdo programacio labelurl
";0.92941
"rt politicaur hoy entrega plazoletaparatodos rector jose manuel restrepo anuncio inauguracion museodelaunive
";0.92941
"vicenteospinaj saludos lamentablemente aire encuentra servicio sugerimos abrir puerta emergencia auditorio
";0.92894
"inuguracion eafitpereira juan luis mejia hectorabadf dialogaran oculta pueden seguirla labelurl
";0.92419
"hacerle justicia persona curar enfermo cristina pardo magistrada cconstitucional visionarios labelurl
";0.92416
"inicio construccion coninsa ramon h solicito autoridades competentes permisos cierres nocturnos 6
";0.92416
"rt comfama davidescobara conferencista central eafit habla empresas conscientes consumo responsable labelurl
";0.92414
"rt inmotiongroup lowcarboncity discutiendo rol sector privado desarrollo sostenible viveinmotion eafit
";0.92412
"acacias amarillas almendros cambulos complices verdes habitan campus eafit bienestareafit
";0.92412
"alcalde medellin ficogutierrez habla 17 ods articulan plan desarrollo ciuda labelurl
";0.9241
"comenzo eafit foro importancia bosques restauracion ecologica pueden seguirlo web
";0.9241
"sembradores nuevo modelo america latina humanidad juan luis mejia sistemab labelurl
";0.9241
"rt miriadax mooc conceptos basicos estatica analisis particulas eafit comienza 8 noviembrelabelurl
";0.92408
"momento eafit presentacion bitacora multilatina carlos enrique piedrahita mauricio rein labelurl
";0.92408
"rt urbameafit manana eafit miguel robles urbanista docente thenewschool labelurl maestriaurbam urbanecolog
";0.92408
"rt miriadax mooc conceptos basicos estatica analisis particulas eafit comienza 8 noviembrelabelurl
";0.92408
"conversatorio renato cisneros textos paralelo cruce ficcion ficcion hemiciclo 001 labelurl
";0.92407
"recuerden hoy desarrolla eafit foro codigo policia convivencia pueden seguirlo labelurl
";0.92407
"cultivo drogas amenaza politica superior lavado activos gusduncan eafit foroungasscol
";0.92407
"rt policiacolombia viernes llevara cabo debate codigodeconvivencia auditorio fundadores eafit medell
";0.92406
"manana pierdan eafit dialogos plurales papel justicia construccion paz comfama
";0.92406
"hoyeneafit esperamos partir 1000 be conferencia medellin espacio publico falten labelurl
";0.92406
"arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripcione labelurl
";0.92405
"arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripcione labelurl
";0.92405
"arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripcione labelurl
";0.92405
"arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripcione labelurl
";0.92405
"arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripcione labelurl
";0.92405
"arte deporte experimentacion ninos tendran eafit experiencia educativa divertida inscripcione labelurl
";0.92405
"jeanpaul gaudemar rector auforg conferencia regional rectores universidades latinoamericanos mie labelurl
";0.92404
"profesor franklin cuero tumaco cuenta utilizo ejercicios mindfulness transformar aulas labelurl
";0.92402
"profesor franklin cuero tumaco cuenta utilizo ejercicios mindfulness transformar aulas labelurl
";0.92402
"profesor franklin cuero tumaco cuenta utilizo ejercicios mindfulness transformar aulas labelurl
";0.92402
"profesor franklin cuero tumaco cuenta utilizo ejercicios mindfulness transformar aulas labelurl
";0.92402
"rt admonuniandes universidadyempresa alianza clave labelurl foro universidad empresa puntos encuentro larepubl
";0.92402
"clasificados obra teatro escrita protagonizada dirigida reclusos carcel modelo conozcala labelurl
";0.92402
"dialogo construccion paz tendra lugar eafit comfama saludhernandezm cataescobarr rabodeajip labelurl
";0.92402
"manana esperamos presentacion sam farley antonio arnedo auditorio fundadores falten labelurl
";0.92401
"rt comestrategicam aalloza resalta hoy legitimidad confianza marca sociales leccioninaugural2017 comestrategic
";0.92401
"edmund phelps politica economica debe permitir tener buena vida labelurl lacealames16 labelurl
";0.92401
"eafit invita informe productividad clave crecimiento colombia jueves 3 agosto auditori labelurl
";0.924
"investigador universidad realizara piloto descontaminar cienaga complejo cenagoso santiago apostol labelurl
";0.924
"atencion proximo 27 septiembre habra uso restringido parqueadero parque guayabos labelurl
";0.924
